name,terminology,code,term
addisons disease,SNOMED CT,764960005,Inherited isolated adrenal insufficiency due to partial cytochrome P450 family 11 subfamily A member 1 deficiency
addisons disease,SNOMED CT,765326001,Familial glucocorticoid deficiency
addisons disease,SNOMED CT,771308008,"Non-acquired combined pituitary hormone deficiency, sensorineural hearing loss, spine abnormalities syndrome"
addisons disease,SNOMED CT,773989002,Late-onset isolated adrenocorticotropic hormone deficiency
addisons disease,SNOMED CT,782917007,Familial adrenal hypoplasia with absent pituitary luteinizing hormone
addisons disease,SNOMED CT,783092005,"46,XY disorder of sex development, adrenal insufficiency due to cytochrome P450 family 11 subfamily A member 1 deficiency"
addisons disease,SNOMED CT,366951000119109,Adolescent X-linked adrenoleukodystrophy
addisons disease,SNOMED CT,367041000119108,Childhood cerebral X-linked adrenoleukodystrophy
graves disease,ICD10,E05,Thyrotoxicosis [hyperthyroidism]
graves disease,SNOMED CT,479003,Graves\' disease with pretibial myxedema AND with thyrotoxic crisis
graves disease,SNOMED CT,15470004,Toxic diffuse goiter with acropachy
graves disease,SNOMED CT,26151008,Graves\' disease with acropachy AND with thyrotoxic crisis
graves disease,SNOMED CT,38591003,Toxic diffuse goiter
graves disease,SNOMED CT,55807009,Toxic diffuse goiter with exophthalmos
graves disease,SNOMED CT,60216004,Toxic diffuse goiter with thyrotoxic crisis
graves disease,SNOMED CT,60268006,Toxic diffuse goiter with pretibial myxedema
graves disease,SNOMED CT,66628005,Toxic diffuse goiter with exophthalmos AND with thyrotoxic storm
graves disease,SNOMED CT,78146007,Pretibial myxedema
graves disease,SNOMED CT,154656003,Toxic diffuse goitre
graves disease,SNOMED CT,190240002,Toxic diffuse goitre (& [Basedow\'s disease] or [Graves\' disease])
graves disease,SNOMED CT,190241003,Toxic diffuse goiter with no crisis
graves disease,SNOMED CT,190242005,Toxic diffuse goiter with crisis
graves disease,SNOMED CT,190243000,Toxic diffuse goiter NOS
graves disease,SNOMED CT,237499004,Thyrotoxicosis due to Graves\' disease
graves disease,SNOMED CT,237823003,Graves\' disease
graves disease,SNOMED CT,237824009,Juvenile Graves\' disease
graves disease,SNOMED CT,237825005,Thyroid-associated dermopathy
graves disease,SNOMED CT,237826006,Thyroid acropachy
graves disease,SNOMED CT,267374005,Toxic diffuse goiter
graves disease,SNOMED CT,353295004,Graves\' disease
graves disease,SNOMED CT,367449005,Toxic diffuse goiter
graves disease,SNOMED CT,402465005,Circumscribed nodular and tuberous pretibial myxedema
graves disease,SNOMED CT,402466006,Diffuse pretibial myxedema
graves disease,SNOMED CT,402467002,Elephantiasic pretibial myxedema
graves disease,SNOMED CT,410725005,Graves eye disease
graves disease,SNOMED CT,103681000119108,Restrictive strabismus due to Graves disease
graves disease,SNOMED CT,104461000119104,Ophthalmoplegia due to Graves disease
graves disease,SNOMED CT,137421000119106,Graves\' disease in remission
graves disease,SNOMED CT,603651000000109,Toxic diffuse goiter NOS
hashimotos thyroiditis,ICD10,E063,Autoimmune thyroiditis
hashimotos thyroiditis,SNOMED CT,21983002,Hashimoto thyroiditis
hashimotos thyroiditis,SNOMED CT,27538003,Hyperthyroidism with Hashimoto disease
hashimotos thyroiditis,SNOMED CT,84362007,Fibrous autoimmune thyroiditis
hashimotos thyroiditis,SNOMED CT,154667002,Chronic thyroiditis (& [Hashimoto\'s disease])
hashimotos thyroiditis,SNOMED CT,190297000,Thyroiditis: [chronic lymphocytic] or [autoimmune] or [Hashimoto\'s]
hashimotos thyroiditis,SNOMED CT,237500008,Hashitoxicosis - transient
hashimotos thyroiditis,SNOMED CT,237520009,Hypothyroidism due to Hashimoto\'s thyroiditis
hashimotos thyroiditis,SNOMED CT,237534009,Hashimoto\'s thyroiditis
hashimotos thyroiditis,SNOMED CT,267466008,Chronic thyroiditis (& [Hashimoto\'s disease])
hashimotos thyroiditis,SNOMED CT,361125005,Subacute autoimmune thyroiditis
hashimotos thyroiditis,SNOMED CT,771271000,Steroid-responsive encephalopathy associated with autoimmune thyroiditis
anca vasculitis,ICD10,M301,Polyarteritis with lung involvement [Churg-Strauss]
anca vasculitis,ICD10,M313,Wegener granulomatosis
anca vasculitis,ICD10,M317,Microscopic polyangiitis
anca vasculitis,SNOMED CT,23782005,Wegener\'s granulomatosis
anca vasculitis,SNOMED CT,46956008,Systemic vasculitis
anca vasculitis,SNOMED CT,60555002,Hypersensitivity angiitis
anca vasculitis,SNOMED CT,82275008,Allergic granulomatosis angiitis
anca vasculitis,SNOMED CT,195353004,Granulomatosis with polyangiitis
anca vasculitis,SNOMED CT,195362002,Churg-Strauss vasculitis
anca vasculitis,SNOMED CT,232369001,Granulomatosis with polyangiitis of nose
anca vasculitis,SNOMED CT,232460001,Granulomatosis with polyangiitis of larynx
anca vasculitis,SNOMED CT,234019004,Secondary systemic vasculitis
anca vasculitis,SNOMED CT,235000001,Granulomatosis with polyangiitis of gingiva
anca vasculitis,SNOMED CT,239924002,Primary necrotizing systemic vasculitis
anca vasculitis,SNOMED CT,239928004,Microscopic polyarteritis nodosa
anca vasculitis,SNOMED CT,239929007,Microscopic polyarteritis nodosa with single organ involvement
anca vasculitis,SNOMED CT,239930002,Microscopic polyarteritis nodosa with multi-organ involvement
anca vasculitis,SNOMED CT,239931003,Polyangiitis overlap syndrome
anca vasculitis,SNOMED CT,239933000,Primary necrotizing vasculitis with granulomata
anca vasculitis,SNOMED CT,239934006,Wegener\'s syndrome
anca vasculitis,SNOMED CT,239935007,Limited granulomatosis with polyangiitis
anca vasculitis,SNOMED CT,239936008,Granulomatosis with polyangiitis with multisystem involvement
anca vasculitis,SNOMED CT,274601001,[EDTA] Wegener\'s granulomatosis associated with renal failure
anca vasculitis,SNOMED CT,390001000,Wegener\'s granulomatosis
anca vasculitis,SNOMED CT,416879000,Scleritis due to granulomatosis with polyangiitis
anca vasculitis,SNOMED CT,427555000,Glomerulonephritis due to granulomatosis with polyangiitis
anca vasculitis,SNOMED CT,722191003,Antineutrophil cytoplasmic antibody positive vasculitis
anca vasculitis,SNOMED CT,724502006,Respiratory disorder co-occurrent and due to microscopic polyangiitis
anca vasculitis,SNOMED CT,737184001,Interstitial lung disease co-occurrent and due to systemic vasculitis
anca vasculitis,SNOMED CT,866047004,Multiple mononeuropathy due to perinuclear antineutrophil cytoplasmic associated antibody associated vasculitis
anca vasculitis,SNOMED CT,90971000119103,Glomerulonephritis co-occurrent and due to vasculitis
anca vasculitis,SNOMED CT,101711000119105,Glomerulonephritis co-occurrent and due to antineutrophil cytoplasmic antibody positive vasculitis
anca vasculitis,SNOMED CT,317931000119101,Pulmonary disease due to allergic granulomatosis angiitis
anca vasculitis,SNOMED CT,419611000000107,Wegener\'s granulomatosis associated with renal failure - European Dialysis and Transplant Association
anca vasculitis,SNOMED CT,829821000000102,Microscopic polyangiitis
anca vasculitis,SNOMED CT,831791000000109,Microscopic polyangiitis
anca vasculitis,SNOMED CT,985951000000102,Small vessel vasculitis
giant cell arteritis,ICD10,M315,Giant cell arteritis with polymyalgia rheumatica
giant cell arteritis,ICD10,M316,Other giant cell arteritis
giant cell arteritis,SNOMED CT,87511001,Giant cell arteritis
giant cell arteritis,SNOMED CT,155442004,Giant cell arteritis
giant cell arteritis,SNOMED CT,195354005,Giant cell arteritis
giant cell arteritis,SNOMED CT,195355006,Giant cell arteritis
giant cell arteritis,SNOMED CT,195356007,Giant cell arteritis
giant cell arteritis,SNOMED CT,195357003,Giant cell arteritis NOS
giant cell arteritis,SNOMED CT,202835005,Giant cell arteritis with polymyalgia rheumatica
giant cell arteritis,SNOMED CT,203782001,[X]Other giant cell arteritis
giant cell arteritis,SNOMED CT,230732009,Cerebral arteritis in giant cell arteritis
giant cell arteritis,SNOMED CT,239938009,Giant cell arteritis with polymyalgia rheumatica
giant cell arteritis,SNOMED CT,239939001,Giant cell arteritis without polymyalgia rheumatica
giant cell arteritis,SNOMED CT,400130008,Temporal arteritis
giant cell arteritis,SNOMED CT,414341000,Giant cell arteritis
giant cell arteritis,SNOMED CT,838363001,Arteritic anterior ischemic optic neuropathy due to giant cell arteritis
giant cell arteritis,SNOMED CT,478741000000101,[X]Other giant cell arteritis
giant cell arteritis,SNOMED CT,642981000000107,Giant cell arteritis NOS
iga vasculitis,ICD10,D690,Allergic purpura
iga vasculitis,SNOMED CT,191306005,Immunoglobulin A vasculitis
iga vasculitis,SNOMED CT,191307001,Henoch-Schonlein nephritis
iga vasculitis,SNOMED CT,246074004,Henoch-Sch?nlein purpura
iga vasculitis,SNOMED CT,274592007,[EDTA] Henoch-Schonlein purpura associated with renal failure
iga vasculitis,SNOMED CT,870349001,Noninfectious enteritis due to immunoglobulin A vasculitis
iga vasculitis,SNOMED CT,871631000,Ulcer of intestine due to immunoglobulin A vasculitis
iga vasculitis,SNOMED CT,1010623000,Disorder of lung due to immunoglobulin A vasculitis
iga vasculitis,SNOMED CT,480571000000106,Henoch-Schonlein purpura associated with renal failure - European Dialysis and Transplant Association
polymyalgia rheumatica,ICD 10,M315,Giant cell arteritis with polymyalgia rheumatica
polymyalgia rheumatica,ICD 10,M353,Polymyalgia rheumatica
polymyalgia rheumatica,SNOMED CT,65323003,Polymyalgia rheumatica
polymyalgia rheumatica,SNOMED CT,156656001,Polymyalgia rheumatica
polymyalgia rheumatica,SNOMED CT,202834009,Polymyalgia (& [rheumatica])
polymyalgia rheumatica,SNOMED CT,202835005,Giant cell arteritis with polymyalgia rheumatica
polymyalgia rheumatica,SNOMED CT,267988003,Polymyalgia rheumatica
immune thrombocytopenia,ICD10,D693,Idiopathic thrombocytopenic purpura
immune thrombocytopenia,SNOMED CT,13172003,Chronic idiopathic thrombocytopenic purpura
immune thrombocytopenia,SNOMED CT,19307009,Drug-induced immune thrombocytopenia
immune thrombocytopenia,SNOMED CT,28505005,Acute idiopathic thrombocytopenic purpura
immune thrombocytopenia,SNOMED CT,31912009,Autoimmune purpura
immune thrombocytopenia,SNOMED CT,32273002,Immune thrombocytopenic purpura
immune thrombocytopenia,SNOMED CT,75331009,Evans syndrome
immune thrombocytopenia,SNOMED CT,128092005,Secondary autoimmune thrombocytopenia
immune thrombocytopenia,SNOMED CT,142969008,Thrombocytopenia (& [auto-immune])
immune thrombocytopenia,SNOMED CT,154825008,Thrombocytopenic purpura: [primary] or [idiopathic]
immune thrombocytopenia,SNOMED CT,191315003,(Thrombocytopenia: [primary] or [idopathic purpuric] or [idiopathic] or [purpuric]) or (Evan\'s syndrome)
immune thrombocytopenia,SNOMED CT,191316002,Idiopathic purpura (& thrombocytopenic)
immune thrombocytopenia,SNOMED CT,234490009,Immune thrombocytopenic purpura
immune thrombocytopenia,SNOMED CT,267567001,Thrombocytopenic purpura: [primary] or [idiopathic]
immune thrombocytopenia,SNOMED CT,275758003,Autoimmune thrombocytopenia
immune thrombocytopenia,SNOMED CT,367437009,Autoimmune purpura
immune thrombocytopenia,SNOMED CT,1365731000000103,Vaccine-induced prothrombotic immune thrombocytopenia
pernicious anaemia,ICD10,D510,Vitamin B 12  deficiency anaemia due to intrinsic factor deficiency
pernicious anaemia,SNOMED CT,84027009,Pernicious anemia
pernicious anaemia,SNOMED CT,154789008,Pernicious anaemia
pernicious anaemia,SNOMED CT,193213003,Myasthenic syndrome due to pernicious anemia
aplastic anaemia,ICD10,D60,Acquired pure red cell aplasia [erythroblastopenia]
aplastic anaemia,ICD10,D600,Chronic acquired pure red cell aplasia
aplastic anaemia,ICD10,D601,Transient acquired pure red cell aplasia
aplastic anaemia,ICD10,D608,Other acquired pure red cell aplasias
aplastic anaemia,ICD10,D609,"Acquired pure red cell aplasia, unspecified"
aplastic anaemia,ICD10,D61,Other aplastic anaemias
aplastic anaemia,ICD10,D610,Constitutional aplastic anaemia
aplastic anaemia,ICD10,D612,Aplastic anaemia due to other external agents
aplastic anaemia,ICD10,D613,Idiopathic aplastic anaemia
aplastic anaemia,ICD10,D618,Other specified aplastic anaemias
aplastic anaemia,ICD10,D619,"Aplastic anaemia, unspecified"
aplastic anaemia,SNOMED CT,2966007,Aplastic anemia secondary to radiation (disorder)
aplastic anaemia,SNOMED CT,9043005,Aplastic anemia secondary to drugs (disorder)
aplastic anaemia,SNOMED CT,14024008,Humoral immunologic aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,28975000,Constitutional aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,30575002,Fanconi's anemia (disorder)
aplastic anaemia,SNOMED CT,31779001,Aplastic anemia secondary to pancreatitis (disorder)
aplastic anaemia,SNOMED CT,43858000,Secondary aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,46760003,Estren-Dameshek anemia (disorder)
aplastic anaemia,SNOMED CT,47226002,Aplastic anemia secondary to pregnancy (disorder)
aplastic anaemia,SNOMED CT,49155007,Aplastic anemia secondary to chemicals (disorder)
aplastic anaemia,SNOMED CT,50220002,Cellular immunologic aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,55907008,Acquired aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,67105003,Aplastic anemia secondary to chronic systemic disease (disorder)
aplastic anaemia,SNOMED CT,69336006,Aplastic anemia secondary to metabolic alteration (disorder)
aplastic anaemia,SNOMED CT,77084001,Immunologic aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,83153007,Aplastic anemia secondary to infection (disorder)
aplastic anaemia,SNOMED CT,83659007,AIDS with aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,90414007,Chronic acquired pure red cell aplasia (disorder)
aplastic anaemia,SNOMED CT,191244003,Aplastic anemia due to chronic disease (disorder)
aplastic anaemia,SNOMED CT,191246001,Aplastic anemia due to infection (disorder)
aplastic anaemia,SNOMED CT,191247005,Aplastic anemia caused by radiation (disorder)
aplastic anaemia,SNOMED CT,191248000,Aplastic anemia caused by toxic cause (disorder)
aplastic anaemia,SNOMED CT,191251007,Transient hypoplastic anemia (disorder)
aplastic anaemia,SNOMED CT,191255003,Transient acquired pure red cell aplasia (disorder)
aplastic anaemia,SNOMED CT,191256002,Idiopathic aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,191431005,"[X]Acquired pure red cell aplasia, unspecified (disorder)"
aplastic anaemia,SNOMED CT,234343008,Normocytic anemia due to aplasia (disorder)
aplastic anaemia,SNOMED CT,234367000,Pancytopenia with pancreatitis (disorder)
aplastic anaemia,SNOMED CT,234370001,"Pure red cell aplasia, acquired (disorder)"
aplastic anaemia,SNOMED CT,234373004,Constitutional red cell hypoplasia (disorder)
aplastic anaemia,SNOMED CT,234376007,Acquired red cell aplasia (disorder)
aplastic anaemia,SNOMED CT,236466005,Congenital Fanconi syndrome (disorder)
aplastic anaemia,SNOMED CT,236467001,Acquired Fanconi syndrome (disorder)
aplastic anaemia,SNOMED CT,236468006,Adult Fanconi syndrome (disorder)
aplastic anaemia,SNOMED CT,240486003,Parvoviral aplastic crisis (disorder)
aplastic anaemia,SNOMED CT,267524009,Constitutional aplastic anemia with malformation (disorder)
aplastic anaemia,SNOMED CT,267525005,Constitutional red cell aplasia and hypoplasia (disorder)
aplastic anaemia,SNOMED CT,267527002,Aplastic anemia due to drugs (disorder)
aplastic anaemia,SNOMED CT,275523003,Pancytopenia-dysmelia (disorder)
aplastic anaemia,SNOMED CT,306058006,Aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,413564005,Aplastic anemia associated with infection (disorder)
aplastic anaemia,SNOMED CT,413565006,Aplastic anemia associated with metabolic alteration (disorder)
aplastic anaemia,SNOMED CT,413566007,Aplastic anemia associated with pancreatitis (disorder)
aplastic anaemia,SNOMED CT,413567003,Aplastic anemia associated with pregnancy (disorder)
aplastic anaemia,SNOMED CT,421102007,Aplastic anemia associated with acquired immunodeficiency syndrome (disorder)
aplastic anaemia,SNOMED CT,713910008,Antibody mediated acquired pure red cell aplasia caused by erythropoiesis stimulating agent (disorder)
aplastic anaemia,SNOMED CT,719019000,WT limb blood syndrome (disorder)
aplastic anaemia,SNOMED CT,723512008,Revesz syndrome (disorder)
aplastic anaemia,SNOMED CT,765748009,Adult pure red cell aplasia (disorder)
aplastic anaemia,SNOMED CT,118791000119106,Aplastic anemia caused by antineoplastic agent (disorder)
aplastic anaemia,SNOMED CT,414481000000103,"[X]Acquired pure red cell aplasia, unspecified"
aplastic anaemia,SNOMED CT,419251000000109,"[X]Acquired pure red cell aplasia, unspecified (disorder)"
aplastic anaemia,SNOMED CT,450011000000103,[X]Other specified aplastic anaemias (disorder)
aplastic anaemia,SNOMED CT,467391000000104,[X]Other acquired pure red cell aplasias (disorder)
aplastic anaemia,SNOMED CT,531991000000108,Constitutional aplastic anemia without mention of malformation (disorder)
aplastic anaemia,SNOMED CT,606981000000103,Other specified constitutional aplastic anemia (disorder)
aplastic anaemia,SNOMED CT,610681000000109,Constitutional aplastic anemia NOS (disorder)
aplastic anaemia,SNOMED CT,643151000000105,Acquired aplastic anemia NOS (disorder)
aplastic anaemia,SNOMED CT,834891000000103,Acquired Fanconi syndrome
aplastic anaemia,SNOMED CT,857431000000107,Adult Fanconi syndrome
aplastic anaemia,SNOMED CT,933371000000101,Erythropoiesis stimulating agent induced antibody mediated acquired pure red cell aplasia (disorder)
aplastic anaemia,SNOMED CT,938141000000102,Congenital Fanconi syndrome
autoimmune haemolytic anaemia,ICD10,D590,Drug-induced autoimmune haemolytic anaemia
autoimmune haemolytic anaemia,ICD10,D591,Other autoimmune haemolytic anaemias
autoimmune haemolytic anaemia,SNOMED CT,1468004,Cold autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,3978000,Warm autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,5603006,Autoimmune hemolytic anemia caused by immunoglobulin G
autoimmune haemolytic anaemia,SNOMED CT,6398009,Idiopathic chronic cold agglutinin disease
autoimmune haemolytic anaemia,SNOMED CT,11781007,Autoimmune hemolytic anemia caused by complement
autoimmune haemolytic anaemia,SNOMED CT,18323000,"Drug-induced immune hemolytic anemia, immune complex type"
autoimmune haemolytic anaemia,SNOMED CT,22098000,Chronic idiopathic autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,25121006,Autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,33491002,Autoimmune hemolytic anemia caused by immunoglobulin A plus complement
autoimmune haemolytic anaemia,SNOMED CT,35703006,Post-viral paroxysmal cold hemoglobinuria
autoimmune haemolytic anaemia,SNOMED CT,38731003,"Drug-induced immune hemolytic anemia, autoantibody type"
autoimmune haemolytic anaemia,SNOMED CT,44206008,Hapten type low affinity hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,50253007,Secondary paroxysmal cold hemoglobinuria
autoimmune haemolytic anaemia,SNOMED CT,62609001,Autoimmune hemolytic anemia caused by immunoglobulin G plus complement
autoimmune haemolytic anaemia,SNOMED CT,62871001,Idiopathic paroxysmal cold hemoglobinuria
autoimmune haemolytic anaemia,SNOMED CT,71832003,Autoimmune hemolytic anemia caused by immunoglobulin M
autoimmune haemolytic anaemia,SNOMED CT,74789008,Coombs positive hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,75331009,Evans syndrome
autoimmune haemolytic anaemia,SNOMED CT,86225009,Hapten type high affinity hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,91411007,Autoimmune hemolytic anemia caused by immunoglobulin A
autoimmune haemolytic anaemia,SNOMED CT,127049002,Primary (idiopathic) autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,127050002,Secondary autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,127051003,Primary (idiopathic) warm autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,127052005,Secondary warm autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,127053000,Post-infectious cold agglutinin disease
autoimmune haemolytic anaemia,SNOMED CT,127054006,Cold agglutinin disease caused by Epstein-Barr virus infection
autoimmune haemolytic anaemia,SNOMED CT,127055007,Chronic cold agglutinin disease
autoimmune haemolytic anaemia,SNOMED CT,127056008,Chronic cold agglutinin disease associated with B-cell neoplasm
autoimmune haemolytic anaemia,SNOMED CT,127057004,Paroxysmal cold hemoglobinuria
autoimmune haemolytic anaemia,SNOMED CT,127059001,Drug-induced immune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,127060006,"Drug-induced immune hemolytic anemia, hapten type"
autoimmune haemolytic anaemia,SNOMED CT,127061005,"Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement"
autoimmune haemolytic anaemia,SNOMED CT,154803002,Autoimmune haemolytic anaemia
autoimmune haemolytic anaemia,SNOMED CT,191209000,(Autoimmune haemolytic anaemias) or (Coombs positive haemolysis)
autoimmune haemolytic anaemia,SNOMED CT,191210005,Primary cold-type hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,191211009,Primary warm-type hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,191212002,Secondary cold-type hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,191213007,Secondary warm-type hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,191214001,Drug-induced autoimmune haemolytic anaemia
autoimmune haemolytic anaemia,SNOMED CT,191215000,Autoimmune hemolytic anemia NOS
autoimmune haemolytic anaemia,SNOMED CT,191224009,Cold Donath Landsteiner type autoimmune haemolytic anaemia
autoimmune haemolytic anaemia,SNOMED CT,191422005,[X]Other autoimmune hemolytic anemias
autoimmune haemolytic anaemia,SNOMED CT,234381003,Maternal autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,309742004,Drug-induced autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,398937006,Cold autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,413603009,Autoimmune hemolytic anemia
autoimmune haemolytic anaemia,SNOMED CT,718716008,Autoimmune hemolytic anemia mixed type
autoimmune haemolytic anaemia,SNOMED CT,732960002,Secondary autoimmune hemolytic anemia co-occurrent and due to systemic lupus erythematosus
autoimmune haemolytic anaemia,SNOMED CT,732962005,Secondary autoimmune hemolytic anemia co-occurrent and due to chronic inflammatory disease
autoimmune haemolytic anaemia,SNOMED CT,732963000,Secondary autoimmune hemolytic anemia co-occurrent and due to lymphoproliferative disorder
autoimmune haemolytic anaemia,SNOMED CT,732965007,Secondary autoimmune hemolytic anemia co-occurrent and due to rheumatic disorder
autoimmune haemolytic anaemia,SNOMED CT,732966008,Secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis
autoimmune haemolytic anaemia,SNOMED CT,411441000000109,[X]Other autoimmune haemolytic anaemias
autoimmune haemolytic anaemia,SNOMED CT,597881000000101,Autoimmune hemolytic anemia NOS
guillain barre syndrome,ICD10,G610,Guillain-Barre syndrome
guillain barre syndrome,SNOMED CT,40956001,Guillain-Barre syndrome (disorder)
guillain barre syndrome,SNOMED CT,715770009,Acute motor axonal neuropathy (disorder)
guillain barre syndrome,SNOMED CT,716722005,Acute motor sensory axonal Guillain-Barre syndrome (disorder)
guillain barre syndrome,SNOMED CT,716723000,Guillain-Barre syndrome acute inflammatory demyelinating polyradiculoneuropathic form (disorder)
guillain barre syndrome,SNOMED CT,766049000,Acute sensory ataxic neuropathy (disorder)
guillain barre syndrome,SNOMED CT,766722008,Paraparetic variant of Guillain-Barre syndrome (disorder)
guillain barre syndrome,SNOMED CT,783010003,Pharyngeal-cervical-brachial variant of Guillain-Barre syndrome (disorder)
guillain barre syndrome,SNOMED CT,783244002,Acute pure sensory neuropathy (disorder)
guillain barre syndrome,SNOMED CT,1172701002,Facial diplegia with paresthesia (disorder)
guillain barre syndrome,SNOMED CT,1231204003,Ophthalmoplegia due to and following Guillain-Barre syndrome (disorder)
guillain barre syndrome,SNOMED CT,128731000119101,History of Guillain Barre syndrome (situation)
guillain barre syndrome,SNOMED CT,16064651000119108,Disorder due to and following Guillain Barre syndrome (disorder)
multiple sclerosis,ICD10,G35,Multiple sclerosis
multiple sclerosis,SNOMED CT,24700007,Multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,192926004,Multiple sclerosis of the brainstem (disorder)
multiple sclerosis,SNOMED CT,192927008,Multiple sclerosis of the spinal cord (disorder)
multiple sclerosis,SNOMED CT,192929006,Exacerbation of multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,230372003,Acute relapsing multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,425500002,Secondary progressive multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,426373005,Relapsing remitting multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,428700003,Primary progressive multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,438511000,Benign multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,439567002,Malignant multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,701839009,Multiple sclerosis data web-based application software (physical object)
multiple sclerosis,SNOMED CT,702885009,Multiple sclerosis clinic (environment)
multiple sclerosis,SNOMED CT,724778008,Progressive relapsing multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,733028000,"Multiple sclerosis, ichthyosis, factor VIII deficiency syndrome (disorder)"
multiple sclerosis,SNOMED CT,766246000,Marburg acute multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,816984002,Progressive multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,1186728004,Pediatric multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,1231232007,Intermediate uveitis associated with multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,1259083006,Disorder of autonomic nervous system due to multiple sclerosis (disorder)
multiple sclerosis,SNOMED CT,198491000000106,Multiple sclerosis review (regime/therapy)
multiple sclerosis,SNOMED CT,205631000000104,Multiple sclerosis multidisciplinary review (regime/therapy)
multiple sclerosis,SNOMED CT,515931000000104,Multiple sclerosis review declined (situation)
multiple sclerosis,SNOMED CT,758981000000100,Multiple sclerosis monitoring administration (record artifact)
multiple sclerosis,SNOMED CT,759021000000107,Multiple sclerosis monitoring invitation (procedure)
multiple sclerosis,SNOMED CT,759051000000102,Multiple sclerosis monitoring first letter (procedure)
multiple sclerosis,SNOMED CT,759091000000105,Multiple sclerosis monitoring second letter (procedure)
multiple sclerosis,SNOMED CT,759131000000108,Multiple sclerosis monitoring telephone invitation (procedure)
multiple sclerosis,SNOMED CT,759171000000105,Multiple sclerosis monitoring third letter (procedure)
multiple sclerosis,SNOMED CT,811881000000109,Multiple sclerosis care plan agreed (finding)
multiple sclerosis,SNOMED CT,903741000000102,Uhthoff phenomenon (disorder)
myasthenia gravis,ICD10,G700,Myasthenia gravis
myasthenia gravis,SNOMED CT,31839002,"Myasthenia gravis, adult form"
myasthenia gravis,SNOMED CT,55051001,"Myasthenia gravis, juvenile form"
myasthenia gravis,SNOMED CT,80976008,Myasthenic crisis
myasthenia gravis,SNOMED CT,91637004,Myasthenia gravis
myasthenia gravis,SNOMED CT,155092009,Myasthenia gravis
myasthenia gravis,SNOMED CT,193207007,Juvenile or adult myasthenia gravis
myasthenia gravis,SNOMED CT,193208002,Myasthenia gravis NOS
myasthenia gravis,SNOMED CT,230684008,Ocular myasthenia
myasthenia gravis,SNOMED CT,230685009,Myasthenia gravis associated with thymoma
myasthenia gravis,SNOMED CT,230686005,Generalized myasthenia
myasthenia gravis,SNOMED CT,230687001,Myopathy in myasthenia gravis
myasthenia gravis,SNOMED CT,414927004,Ocular myasthenia with strabismus
myasthenia gravis,SNOMED CT,770596007,Rippling muscle disease with myasthenia gravis
myasthenia gravis,SNOMED CT,77461000119109,Myasthenia gravis with exacerbation
myasthenia gravis,SNOMED CT,77471000119103,Myasthenia gravis without exacerbation
myasthenia gravis,SNOMED CT,639711000000109,Myasthenia gravis NOS
longitudinal myelitis,ICD10,G360,Neuromyelitis optica [Devic]
longitudinal myelitis,ICD10,G373,Acute transverse myelitis in demyelinating disease of central nervous system
