name,terminology,code,term
longitudinal myelitis,SNOMED CT,16631009,Transverse myelopathy syndrome
longitudinal myelitis,SNOMED CT,17674000,Neuromyelitis
longitudinal myelitis,SNOMED CT,25044007,Neuromyelitis optica
longitudinal myelitis,SNOMED CT,47000000,Acute transverse myelitis
longitudinal myelitis,SNOMED CT,230378004,Acute non-infective transverse myelitis
longitudinal myelitis,SNOMED CT,425756000,Idiopathic transverse myelitis
clinically isolated syndrome,ICD10,G368,Other specified acute disseminated demyelination
clinically isolated syndrome,ICD10,G369,"Acute disseminated demyelination, unspecified"
clinically isolated syndrome,ICD10,G378,Other specified demyelinating diseases of central nervous system
clinically isolated syndrome,ICD10,G379,"Demyelinating disease of central nervous system, unspecified"
clinically isolated syndrome,SNOMED CT,445967004,Clinically isolated syndrome
clinically isolated syndrome,SNOMED CT,703621006,Multifocal clinically isolated syndrome
clinically isolated syndrome,SNOMED CT,703622004,Monofocal clinically isolated syndrome
clinically isolated syndrome,SNOMED CT,804031000000103,Clinically isolated syndrome
clinically isolated syndrome,SNOMED CT,807361000000101,Clinically isolated syndrome
