LAD23CD,mean_gdp_per_capita,mean_gdp_per_capita_usd,gdp_per_capita_usd_grp,MSOA11CD,gdp_grp
E06000001,18661.8,23814.32298,"<25,000",E02002488,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002487,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002490,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002483,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002485,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002489,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02006909,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002492,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002484,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002493,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002491,Less_Than_25
E06000001,18661.8,23814.32298,"<25,000",E02002494,Less_Than_25
E06000004,31210,39827.081,"25-50,000",E02002549,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002547,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002540,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002543,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002555,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002556,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002535,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002545,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002546,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002536,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002544,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002538,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002551,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002554,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002552,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002537,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002548,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002557,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002541,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002550,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002542,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002553,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002558,25_To_50
E06000004,31210,39827.081,"25-50,000",E02002539,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002503,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002504,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002514,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02006811,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002502,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002506,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002510,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002501,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002513,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002498,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002496,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002499,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002509,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002512,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002500,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002497,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002505,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002507,25_To_50
E06000002,25350.2,32349.39022,"25-50,000",E02002508,25_To_50
E06000003,17092.6,21811.86686,"<25,000",E02002532,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002519,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002521,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002526,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002525,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002520,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002518,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02006812,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002516,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002529,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02006910,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002530,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002517,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002524,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002527,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002515,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002534,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002533,Less_Than_25
E06000003,17092.6,21811.86686,"<25,000",E02002523,Less_Than_25
E06000005,27191.8,34699.45598,"25-50,000",E02002563,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002561,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002569,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002573,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002559,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002570,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002567,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002568,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002562,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002566,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002572,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002565,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002564,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002571,25_To_50
E06000005,27191.8,34699.45598,"25-50,000",E02002560,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004296,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004302,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004305,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004303,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004301,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004304,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004297,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004299,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004310,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004317,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004313,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004316,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004309,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004311,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004328,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004329,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004325,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004324,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004326,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004327,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004321,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004320,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004331,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004340,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004338,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004335,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004334,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004318,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004314,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004336,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004341,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004339,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004294,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004292,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004312,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004315,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004308,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004352,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004295,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004291,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004290,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004293,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004344,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004347,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004353,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004350,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004330,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004306,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004307,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004332,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004337,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004346,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004345,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004348,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004343,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004300,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004342,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004333,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004298,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004319,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004323,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004351,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004355,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004349,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004354,25_To_50
E06000047,22387.8,28569.07158,"25-50,000",E02004322,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005720,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005727,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005703,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005708,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005717,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005719,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005723,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005730,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005740,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005734,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005725,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005704,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005711,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005716,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005715,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005731,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005707,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005713,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005732,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005721,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005741,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005728,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005736,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005722,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005726,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005724,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005737,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005738,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005739,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005702,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005733,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005705,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005712,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005710,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005718,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005735,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005706,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005729,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005714,25_To_50
E06000057,20835.8,26588.56438,"25-50,000",E02005709,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001721,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001713,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001711,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001709,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001710,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001712,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001727,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001714,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001722,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02006893,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001736,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001726,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001731,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001729,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001718,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001725,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001708,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001715,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001737,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001733,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001723,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001734,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001728,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001719,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001730,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001720,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001732,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001735,25_To_50
E08000021,36962.2,47167.46342,"25-50,000",E02001724,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001755,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001742,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001746,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001756,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001740,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001757,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001753,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001766,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001750,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001739,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001767,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001762,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001764,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001744,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001748,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001765,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001758,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001747,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001749,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001738,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001754,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001763,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001759,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001761,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001751,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001760,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001752,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001743,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001745,25_To_50
E08000022,26906,34334.7466,"25-50,000",E02001741,25_To_50
E08000023,16238.8,20722.33268,"<25,000",E02001771,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001774,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001779,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001786,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001770,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001785,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001778,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001768,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001788,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001787,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001777,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001782,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001776,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001769,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001772,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001790,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001783,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001780,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001789,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001773,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001781,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001775,Less_Than_25
E08000023,16238.8,20722.33268,"<25,000",E02001784,Less_Than_25
E08000037,26227.2,33468.52992,"25-50,000",E02001682,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001688,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001700,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001689,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001696,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001685,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02006841,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001705,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001704,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001686,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001701,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001707,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001683,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001694,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001690,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001684,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001693,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001702,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001703,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001698,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001691,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02006842,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001692,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001699,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001695,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001697,25_To_50
E08000037,26227.2,33468.52992,"25-50,000",E02001706,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001813,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001807,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001820,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001809,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001812,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001791,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001819,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001814,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001796,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001798,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001822,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001818,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001824,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001825,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001792,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001811,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001826,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001823,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001821,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001817,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001804,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001797,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001810,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001815,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001805,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001800,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001802,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001803,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001801,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001808,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001806,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001795,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001794,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001793,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001799,25_To_50
E08000024,28704.4,36629.68484,"25-50,000",E02001816,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003965,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003969,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003974,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003971,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003972,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003973,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003970,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003976,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003968,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003975,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003967,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003966,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003995,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003990,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003997,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003994,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003999,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003998,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003991,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003988,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003993,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003987,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003996,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003992,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02003989,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004005,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004001,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004003,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004002,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004007,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004004,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004006,25_To_50
E06000063,26287.4,33545.35114,"25-50,000",E02004000,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003986,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003978,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003980,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003984,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003981,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003983,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003985,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003979,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003982,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02003977,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004013,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004012,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004009,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004008,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004014,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004011,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004010,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004027,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004028,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004017,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004020,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004025,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004026,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004022,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004019,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004023,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004021,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004015,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004018,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004024,25_To_50
E06000064,32537.6,41521.23136,"25-50,000",E02004016,25_To_50
E08000003,55453,70763.5733,"50-75,000",E02001048,50_To_75
E08000003,55453,70763.5733,"50-75,000",E02001074,50_To_75
E08000003,55453,70763.5733,"50-75,000",E02001047,50_To_75
E08000003,55453,70763.5733,"50-75,000",E02001081,50_To_75
E08000003,55453,70763.5733,"50-75,000",E02001089,50_To_75
E08000003,55453,70763.5733,"50-75,000",E02001065,50_To_75
E08000003,55453,70763.5733,"50-75,000",E02001078,50_To_75
E08000003,55453,70763.5733,"50-75,000",E02001049,50_To_75
